COUNTRY_NAME;RAW_OBS_VALUE;TIME_PERIOD;ATTR_ENDPOINT
Afghanistan;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Albania;31;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Algeria;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Andorra;40;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Angola;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Antigua and Barbuda;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Argentina;45;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Armenia;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Australia;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Austria;11;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Azerbaijan;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Bahamas;5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Bahrain;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Bangladesh;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Barbados;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Belarus;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Belgium;31;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Belize;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Benin;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Bhutan;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Bolivia;45;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Bosnia and Herzegovina;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Botswana;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Brazil;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Brunei Darussalam;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Bulgaria;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Burkina Faso;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Burundi;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Cambodia;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Cameroon;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Canada;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Cape Verde;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Central African Republic;10;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Chad;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Chile;40;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
China;5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Colombia;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Comoros;10;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Congo;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Costa Rica;40;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Cote d'Ivoire;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Croatia;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Cuba;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Cyprus;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Czech Republic;26;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Congo, Democratic Republic of the;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Denmark;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Djibouti;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Dominica;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Dominican Republic;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Ecuador;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Egypt;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
El Salvador;40;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Equatorial Guinea;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Eritrea;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Estonia;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Ethiopia;20;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Fiji;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Finland;31;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
France;26;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Gabon;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Gambia;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Georgia;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Germany;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Ghana;3;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Greece;31;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Grenada;3;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Guatemala;40;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Guinea;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Guinea-Bissau;3;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Guyana;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Haiti;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Honduras;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Hungary;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Iceland;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
India;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Indonesia;5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Iran, Islamic Republic of;5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Iraq;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Ireland;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Israel;13;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Italy;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Jamaica;3;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Japan;26;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Jordan;25;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Kazakhstan;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Kenya;36;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Kiribati;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Korea, Democratic People's Republic of;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Korea, Republic of;10;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Kosovo;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Kuwait;5;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Kyrgyzstan;30;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Laos;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Latvia;40;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Lebanon;35;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Lesotho;8;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
Liberia;0;2016;https://archive.crin.org/sites/default/files/access_to_justice_data.xls
