goal;target;indicator;series;seriesDescription;seriesCount;geoAreaCode;geoAreaName;timePeriodStart;value;valueType;time_detail;timeCoverage;upperBound;lowerBound;basePeriod;source;geoInfoUrl;footnotes;attributes.Nature;attributes.Units;dimensions.Reporting Type;ATTR_ENDPOINT
['3'];['3.9'];['3.9.2'];SH_STA_WASHARI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene from diarrhoea, intestinal nematode infections, malnutrition and acute respiratory infections (deaths per 100,000 population);219;4;Afghanistan;2019.0;16.63799;Float;;;;;;Global Health Observatory (GHO), World Health Organisation (WHO);;[''];E;PER_100000_POP;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_STA_WASHARI&pageSize=999999999
['3'];['3.9'];['3.9.2'];SH_STA_WASHARI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene from diarrhoea, intestinal nematode infections, malnutrition and acute respiratory infections (deaths per 100,000 population);219;8;Albania;2019.0;3.22905;Float;;;;;;Global Health Observatory (GHO), World Health Organisation (WHO);;[''];E;PER_100000_POP;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_STA_WASHARI&pageSize=999999999
['3'];['3.9'];['3.9.2'];SH_STA_WASHARI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene from diarrhoea, intestinal nematode infections, malnutrition and acute respiratory infections (deaths per 100,000 population);219;12;Algeria;2019.0;4.05052;Float;;;;;;Global Health Observatory (GHO), World Health Organisation (WHO);;[''];E;PER_100000_POP;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_STA_WASHARI&pageSize=999999999
['3'];['3.9'];['3.9.2'];SH_STA_WASHARI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene from diarrhoea, intestinal nematode infections, malnutrition and acute respiratory infections (deaths per 100,000 population);219;24;Angola;2019.0;48.85227;Float;;;;;;Global Health Observatory (GHO), World Health Organisation (WHO);;[''];E;PER_100000_POP;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_STA_WASHARI&pageSize=999999999
['3'];['3.9'];['3.9.2'];SH_STA_WASHARI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene from diarrhoea, intestinal nematode infections, malnutrition and acute respiratory infections (deaths per 100,000 population);219;28;Antigua and Barbuda;2019.0;2.47084;Float;;;;;;Global Health Observatory (GHO), World Health Organisation (WHO);;[''];E;PER_100000_POP;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_STA_WASHARI&pageSize=999999999
['3'];['3.9'];['3.9.2'];SH_STA_WASHARI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene from diarrhoea, intestinal nematode infections, malnutrition and acute respiratory infections (deaths per 100,000 population);219;32;Argentina;2019.0;11.4467;Float;;;;;;Global Health Observatory (GHO), World Health Organisation (WHO);;[''];E;PER_100000_POP;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_STA_WASHARI&pageSize=999999999
['3'];['3.9'];['3.9.2'];SH_STA_WASHARI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene from diarrhoea, intestinal nematode infections, malnutrition and acute respiratory infections (deaths per 100,000 population);219;51;Armenia;2019.0;5.8323;Float;;;;;;Global Health Observatory (GHO), World Health Organisation (WHO);;[''];E;PER_100000_POP;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_STA_WASHARI&pageSize=999999999
['3'];['3.9'];['3.9.2'];SH_STA_WASHARI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene from diarrhoea, intestinal nematode infections, malnutrition and acute respiratory infections (deaths per 100,000 population);219;142;Asia;2019.0;17.01229;Float;;;;;;Global Health Observatory (GHO), World Health Organisation (WHO);;['M49 region'];E;PER_100000_POP;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_STA_WASHARI&pageSize=999999999
['3'];['3.9'];['3.9.2'];SH_STA_WASHARI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene from diarrhoea, intestinal nematode infections, malnutrition and acute respiratory infections (deaths per 100,000 population);219;36;Australia;2019.0;1.87219;Float;;;;;;Global Health Observatory (GHO), World Health Organisation (WHO);;[''];E;PER_100000_POP;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_STA_WASHARI&pageSize=999999999
['3'];['3.9'];['3.9.2'];SH_STA_WASHARI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene from diarrhoea, intestinal nematode infections, malnutrition and acute respiratory infections (deaths per 100,000 population);219;53;Australia and New Zealand;2019.0;1.91212;Float;;;;;;Global Health Observatory (GHO), World Health Organisation (WHO);;['SDG region and M49 subregion'];E;PER_100000_POP;G;https://unstats.un.org/SDGAPI/v1/sdg/Series/Data?seriesCode=SH_STA_WASHARI&pageSize=999999999
