COUNTRY_ISO_3_original;country_col_not_used;TIME_PERIOD;RAW_OBS_VALUE;ATTR_INDICATOR_NOTE_OF_SOURCE;ATTR_SOURCE_COMMENT;ATTR_ENCODING_LABELS;ATTR_SOURCE;ATTR_SOURCE_BODY;INDICATOR_CODE;INDICATOR_NAME;INDIATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_DESCRIPTION;Unnamed: 35;COUNTRY_ISO_2_country_list;COUNTRY_ISO_3_country_list;COUNTRY_ISO_3;ATTR_ENDPOINT
AFG;Afghanistan;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;Filled with value in data dictionary;Filled with value in data dictionary;Filled with value in data dictionary;Filled with value in data dictionary;Filled with value in data dictionary;Filled with value in data dictionary;Filled with value in data dictionary;Filled with value in data dictionary;Filled with value in data dictionary;Filled with value in data dictionary;Filled with value in data dictionary;AF;AFG;AFG;nan
ALB;Albania;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;AL;ALB;ALB;nan
AND;Andorra;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;AD;AND;AND;nan
DZA;Algeria;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;DZ;DZA;DZA;nan
AGO;Angola;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;AO;AGO;AGO;nan
ATG;Antigua and Barbuda;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;AG;ATG;ATG;nan
ARG;Argentina;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;AR;ARG;ARG;nan
ARM;Armenia;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;AM;ARM;ARM;nan
AUS;Australia;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;AU;AUS;AUS;nan
AUT;Austria;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;AT;AUT;AUT;nan
AZE;Azerbaijan;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;AZ;AZE;AZE;nan
BHS;Bahamas;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BS;BHS;BHS;nan
BHR;Bahrain;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BH;BHR;BHR;nan
BGD;Bangladesh;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BD;BGD;BGD;nan
BRB;Barbados;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BB;BRB;BRB;nan
BLR;Belarus;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BY;BLR;BLR;nan
BEL;Belgium;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BE;BEL;BEL;nan
BLZ;Belize;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BZ;BLZ;BLZ;nan
BEN;Benin;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BJ;BEN;BEN;nan
BTN;Bhutan;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BT;BTN;BTN;nan
BOL;Bolivia;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BO;BOL;BOL;nan
BIH;Bosnia and Herzegovina;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BA;BIH;BIH;nan
BWA;Botswana;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BW;BWA;BWA;nan
BRA;Brazil;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BR;BRA;BRA;nan
BRN;Brunei;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BN;BRN;BRN;nan
BGR;Bulgaria;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BG;BGR;BGR;nan
BFA;Burkina Faso;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BF;BFA;BFA;nan
BDI;Burundi;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;BI;BDI;BDI;nan
CPV;Cabo Verde;2023;No;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;CV;CPV;CPV;nan
KHM;Cambodia;2023;Yes;This indicator notes whether a country is or is not a member of the WePROTECT Global Alliance (WPGA), a global movement that brings together companies, civil society and governments to transform how online child sexual exploitation is dealt with worldwide. Members of WeProtect Global Alliance receive support in developing national responses to online child sexual exploitation guided by theWePROTECT Model National Response to Child Sexual Exploitation and Abuse. As yet there are no reports on member countries activities, so the indicator assumes that membership of the Alliance signals a commitment to take action.;;;;;;;;;;;;KH;KHM;KHM;nan
