"";"COUNTRY_ISO_3";"INDICATOR_CATEGORY";"INDICATOR_ISSUE";"INDICATOR_INDEX";"CATEGORY_ISSUE_SCORE";"ISSUE_INDEX_SCORE";"ISSUE_INDEX_RISK_CATEGORY";"INDEX_SCORE";"INDEX_RISK_CATEGORY";"OVERALL_SCORE"
"0";"AFG";"Enforcement";"Child labour";"Workplace";"4.9275";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.177412918871252"
"1";"AFG";"Legal framework international";"Child labour";"Workplace";"7.142857142857143";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.177412918871252"
"2";"AFG";"Legal framework national";"Child labour";"Workplace";"10.0";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.177412918871252"
"3";"AFG";"Outcome";"Child labour";"Workplace";"3.4033333333333338";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.177412918871252"
"4";"AFG";"Enforcement";"Child labour";"Workplace";"4.9275";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.177412918871252"
"5";"AFG";"Outcome";"Child labour";"Workplace";"3.4033333333333338";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.177412918871252"
"6";"AFG";"Enforcement";"Decent working conditions";"Workplace";"0.0";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"7";"AFG";"Legal framework international";"Decent working conditions";"Workplace";"2.727272727272727";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"8";"AFG";"Legal framework national";"Decent working conditions";"Workplace";"5.2075";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"9";"AFG";"Outcome";"Decent working conditions";"Workplace";"4.656000000000001";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"10";"AFG";"Enforcement";"Decent working conditions";"Workplace";"0.0";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"11";"AFG";"Outcome";"Decent working conditions";"Workplace";"4.656000000000001";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"12";"AFG";"Enforcement";"Maternity and paternity protection";"Workplace";"0.8";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"13";"AFG";"Legal framework international";"Maternity and paternity protection";"Workplace";"3.3333333333333335";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"14";"AFG";"Legal framework national";"Maternity and paternity protection";"Workplace";"3.69";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"15";"AFG";"Outcome";"Maternity and paternity protection";"Workplace";"3.55";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"16";"AFG";"Enforcement";"Maternity and paternity protection";"Workplace";"0.8";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"17";"AFG";"Outcome";"Maternity and paternity protection";"Workplace";"3.55";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.177412918871252"
"18";"AFG";"Enforcement";"Fulfillment of children’s rights";"Community and Environment";"2.138";"2.9726666666666666";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"19";"AFG";"Legal framework international";"Fulfillment of children’s rights";"Community and Environment";"5.0";"2.9726666666666666";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"20";"AFG";"Legal framework national";"Fulfillment of children’s rights";"Community and Environment";"1.78";"2.9726666666666666";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"21";"AFG";"Outcome";"Fulfillment of children’s rights";"Community and Environment";"3.39";"2.9726666666666666";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"22";"AFG";"Enforcement";"Fulfillment of children’s rights";"Community and Environment";"2.138";"2.9726666666666666";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"23";"AFG";"Outcome";"Fulfillment of children’s rights";"Community and Environment";"3.39";"2.9726666666666666";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"24";"AFG";"Enforcement";"Land rights";"Community and Environment";"0.745";"3.162";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"25";"AFG";"Legal framework international";"Land rights";"Community and Environment";"10.0";"3.162";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"26";"AFG";"Legal framework national";"Land rights";"Community and Environment";"";"3.162";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"27";"AFG";"Outcome";"Land rights";"Community and Environment";"2.16";"3.162";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"28";"AFG";"Enforcement";"Land rights";"Community and Environment";"0.745";"3.162";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"29";"AFG";"Outcome";"Land rights";"Community and Environment";"2.16";"3.162";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"30";"AFG";"Enforcement";"Natural disasters";"Community and Environment";"4.14";"3.433333333333333";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"31";"AFG";"Legal framework international";"Natural disasters";"Community and Environment";"0.0";"3.433333333333333";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"32";"AFG";"Legal framework national";"Natural disasters";"Community and Environment";"0.0";"3.433333333333333";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"33";"AFG";"Outcome";"Natural disasters";"Community and Environment";"6.159999999999999";"3.433333333333333";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"34";"AFG";"Enforcement";"Natural disasters";"Community and Environment";"4.14";"3.433333333333333";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"35";"AFG";"Outcome";"Natural disasters";"Community and Environment";"6.159999999999999";"3.433333333333333";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"36";"AFG";"Enforcement";"Resource use and damage to the environment";"Community and Environment";"3.7266666666666666";"5.170263888888889";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"37";"AFG";"Legal framework international";"Resource use and damage to the environment";"Community and Environment";"8.0";"5.170263888888889";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"38";"AFG";"Legal framework national";"Resource use and damage to the environment";"Community and Environment";"5.41625";"5.170263888888889";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"39";"AFG";"Outcome";"Resource use and damage to the environment";"Community and Environment";"5.076";"5.170263888888889";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"40";"AFG";"Enforcement";"Resource use and damage to the environment";"Community and Environment";"3.7266666666666666";"5.170263888888889";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"41";"AFG";"Outcome";"Resource use and damage to the environment";"Community and Environment";"5.076";"5.170263888888889";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"42";"AFG";"Enforcement";"Security arrangements";"Community and Environment";"3.99";"3.3141269841269843";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"43";"AFG";"Legal framework international";"Security arrangements";"Community and Environment";"8.571428571428571";"3.3141269841269843";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"44";"AFG";"Legal framework national";"Security arrangements";"Community and Environment";"3.3333333333333335";"3.3141269841269843";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"45";"AFG";"Outcome";"Security arrangements";"Community and Environment";"0.0";"3.3141269841269843";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"46";"AFG";"Enforcement";"Security arrangements";"Community and Environment";"3.99";"3.3141269841269843";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"47";"AFG";"Outcome";"Security arrangements";"Community and Environment";"0.0";"3.3141269841269843";"High risk";"3.6104781746031747";"High risk";"4.177412918871252"
"48";"AFG";"Enforcement";"Marketing and Advertising";"Marketplace";"2.7575";"6.233954545454545";"Medium risk";"5.2120589225589224";"High risk";"4.177412918871252"
"49";"AFG";"Legal framework international";"Marketing and Advertising";"Marketplace";"10.0";"6.233954545454545";"Medium risk";"5.2120589225589224";"High risk";"4.177412918871252"
"50";"AFG";"Legal framework national";"Marketing and Advertising";"Marketplace";"7.2727272727272725";"6.233954545454545";"Medium risk";"5.2120589225589224";"High risk";"4.177412918871252"
"51";"AFG";"Outcome";"Marketing and Advertising";"Marketplace";"7.308";"6.233954545454545";"Medium risk";"5.2120589225589224";"High risk";"4.177412918871252"
"52";"AFG";"Enforcement";"Marketing and Advertising";"Marketplace";"2.7575";"6.233954545454545";"Medium risk";"5.2120589225589224";"High risk";"4.177412918871252"
"53";"AFG";"Outcome";"Marketing and Advertising";"Marketplace";"7.308";"6.233954545454545";"Medium risk";"5.2120589225589224";"High risk";"4.177412918871252"
"54";"AFG";"Enforcement";"Online Abuse and exploitation";"Marketplace";"0.895";"3.423888888888889";"High risk";"5.2120589225589224";"High risk";"4.177412918871252"
"55";"AFG";"Legal framework international";"Online Abuse and exploitation";"Marketplace";"5.0";"3.423888888888889";"High risk";"5.2120589225589224";"High risk";"4.177412918871252"
"56";"AFG";"Legal framework national";"Online Abuse and exploitation";"Marketplace";"1.6666666666666667";"3.423888888888889";"High risk";"5.2120589225589224";"High risk";"4.177412918871252"
