"";"COUNTRY_ISO_3";"INDICATOR_CATEGORY";"INDICATOR_ISSUE";"INDICATOR_INDEX";"CATEGORY_ISSUE_SCORE";"ISSUE_INDEX_SCORE";"ISSUE_INDEX_RISK_CATEGORY";"INDEX_SCORE";"INDEX_RISK_CATEGORY";"OVERALL_SCORE"
"0";"AFG";"Enforcement";"Child labour";"Workplace";"4.9275";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.114449955908289"
"1";"AFG";"Legal framework international";"Child labour";"Workplace";"7.142857142857143";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.114449955908289"
"2";"AFG";"Legal framework national";"Child labour";"Workplace";"10.0";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.114449955908289"
"3";"AFG";"Outcome";"Child labour";"Workplace";"3.4033333333333338";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.114449955908289"
"4";"AFG";"Enforcement";"Child labour";"Workplace";"4.9275";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.114449955908289"
"5";"AFG";"Outcome";"Child labour";"Workplace";"3.4033333333333338";"5.634087301587303";"Medium risk";"3.70970165945166";"High risk";"4.114449955908289"
"6";"AFG";"Enforcement";"Decent working conditions";"Workplace";"0.0";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"7";"AFG";"Legal framework international";"Decent working conditions";"Workplace";"2.727272727272727";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"8";"AFG";"Legal framework national";"Decent working conditions";"Workplace";"5.2075";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"9";"AFG";"Outcome";"Decent working conditions";"Workplace";"4.656000000000001";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"10";"AFG";"Enforcement";"Decent working conditions";"Workplace";"0.0";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"11";"AFG";"Outcome";"Decent working conditions";"Workplace";"4.656000000000001";"2.874462121212121";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"12";"AFG";"Enforcement";"Maternity and paternity protection";"Workplace";"0.8";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"13";"AFG";"Legal framework international";"Maternity and paternity protection";"Workplace";"3.3333333333333335";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"14";"AFG";"Legal framework national";"Maternity and paternity protection";"Workplace";"3.69";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"15";"AFG";"Outcome";"Maternity and paternity protection";"Workplace";"3.55";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"16";"AFG";"Enforcement";"Maternity and paternity protection";"Workplace";"0.8";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"17";"AFG";"Outcome";"Maternity and paternity protection";"Workplace";"3.55";"2.6205555555555553";"High risk";"3.70970165945166";"High risk";"4.114449955908289"
"18";"AFG";"Enforcement";"Fulfillment of children’s rights";"Community and Environment";"2.138";"2.9726666666666666";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"19";"AFG";"Legal framework international";"Fulfillment of children’s rights";"Community and Environment";"5.0";"2.9726666666666666";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"20";"AFG";"Legal framework national";"Fulfillment of children’s rights";"Community and Environment";"1.78";"2.9726666666666666";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"21";"AFG";"Outcome";"Fulfillment of children’s rights";"Community and Environment";"3.39";"2.9726666666666666";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"22";"AFG";"Enforcement";"Fulfillment of children’s rights";"Community and Environment";"2.138";"2.9726666666666666";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"23";"AFG";"Outcome";"Fulfillment of children’s rights";"Community and Environment";"3.39";"2.9726666666666666";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"24";"AFG";"Enforcement";"Land rights";"Community and Environment";"0.745";"2.4953333333333334";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"25";"AFG";"Legal framework international";"Land rights";"Community and Environment";"6.666666666666667";"2.4953333333333334";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"26";"AFG";"Legal framework national";"Land rights";"Community and Environment";"";"2.4953333333333334";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"27";"AFG";"Outcome";"Land rights";"Community and Environment";"2.16";"2.4953333333333334";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"28";"AFG";"Enforcement";"Land rights";"Community and Environment";"0.745";"2.4953333333333334";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"29";"AFG";"Outcome";"Land rights";"Community and Environment";"2.16";"2.4953333333333334";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"30";"AFG";"Enforcement";"Natural disasters";"Community and Environment";"4.14";"3.433333333333333";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"31";"AFG";"Legal framework international";"Natural disasters";"Community and Environment";"0.0";"3.433333333333333";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"32";"AFG";"Legal framework national";"Natural disasters";"Community and Environment";"0.0";"3.433333333333333";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
"33";"AFG";"Outcome";"Natural disasters";"Community and Environment";"6.159999999999999";"3.433333333333333";"High risk";"3.4215892857142856";"High risk";"4.114449955908289"
