;TIME_PERIOD;RAW_OBS_VALUE;COUNTRY_ISO_3;_merge;INDICATOR_NAME;INDICATOR_INDEX;INDICATOR_ISSUE;INDICATOR_CATEGORY;INDICATOR_CODE;ATTR_SOURCE;ATTR_SOURCE_BODY;ATTR_INDICATOR_DESCRIPTION;ATTR_INDICATOR_EXPLANATION;ATTR_UNIT_MEASURE;ATTR_DATA_EXTRACTION_METHDOLOGY;ATTR_SOURCE_TITLE;ATTR_API_ENDPOINT_URL;CRBA_RELEASE_YEAR;ATTR_ENCODING_LABELS
0;2023.0;VALUE WITHOUT MAPPING - PLEASE MAP;AFG;both;National strategy on child online protection;Marketplace;Online Abuse and exploitation;Enforcement;MP_OL_EN_NASCOP;https://www.itu.int/en/cop/Pages/country-profiles.aspx;ITU;Does the country have a national strategy or policy on child online protection?;;;;Country Profiles: Use the traffic light indicators at the top of each country profile to determine whether country has national strategy or policy;nan;2023;"2=Yes, the country has a national strategy or policy on child online protection; 1= No strategy or policy on child online protection; 0=No data"
1;2023.0;VALUE WITHOUT MAPPING - PLEASE MAP;ALB;both;National strategy on child online protection;Marketplace;Online Abuse and exploitation;Enforcement;MP_OL_EN_NASCOP;https://www.itu.int/en/cop/Pages/country-profiles.aspx;ITU;Does the country have a national strategy or policy on child online protection?;;;;Country Profiles: Use the traffic light indicators at the top of each country profile to determine whether country has national strategy or policy;nan;2023;"2=Yes, the country has a national strategy or policy on child online protection; 1= No strategy or policy on child online protection; 0=No data"
2;2023.0;VALUE WITHOUT MAPPING - PLEASE MAP;AND;both;National strategy on child online protection;Marketplace;Online Abuse and exploitation;Enforcement;MP_OL_EN_NASCOP;https://www.itu.int/en/cop/Pages/country-profiles.aspx;ITU;Does the country have a national strategy or policy on child online protection?;;;;Country Profiles: Use the traffic light indicators at the top of each country profile to determine whether country has national strategy or policy;nan;2023;"2=Yes, the country has a national strategy or policy on child online protection; 1= No strategy or policy on child online protection; 0=No data"
3;2023.0;VALUE WITHOUT MAPPING - PLEASE MAP;DZA;both;National strategy on child online protection;Marketplace;Online Abuse and exploitation;Enforcement;MP_OL_EN_NASCOP;https://www.itu.int/en/cop/Pages/country-profiles.aspx;ITU;Does the country have a national strategy or policy on child online protection?;;;;Country Profiles: Use the traffic light indicators at the top of each country profile to determine whether country has national strategy or policy;nan;2023;"2=Yes, the country has a national strategy or policy on child online protection; 1= No strategy or policy on child online protection; 0=No data"
4;2023.0;VALUE WITHOUT MAPPING - PLEASE MAP;AGO;both;National strategy on child online protection;Marketplace;Online Abuse and exploitation;Enforcement;MP_OL_EN_NASCOP;https://www.itu.int/en/cop/Pages/country-profiles.aspx;ITU;Does the country have a national strategy or policy on child online protection?;;;;Country Profiles: Use the traffic light indicators at the top of each country profile to determine whether country has national strategy or policy;nan;2023;"2=Yes, the country has a national strategy or policy on child online protection; 1= No strategy or policy on child online protection; 0=No data"
5;2023.0;VALUE WITHOUT MAPPING - PLEASE MAP;ATG;both;National strategy on child online protection;Marketplace;Online Abuse and exploitation;Enforcement;MP_OL_EN_NASCOP;https://www.itu.int/en/cop/Pages/country-profiles.aspx;ITU;Does the country have a national strategy or policy on child online protection?;;;;Country Profiles: Use the traffic light indicators at the top of each country profile to determine whether country has national strategy or policy;nan;2023;"2=Yes, the country has a national strategy or policy on child online protection; 1= No strategy or policy on child online protection; 0=No data"
6;2023.0;VALUE WITHOUT MAPPING - PLEASE MAP;ARG;both;National strategy on child online protection;Marketplace;Online Abuse and exploitation;Enforcement;MP_OL_EN_NASCOP;https://www.itu.int/en/cop/Pages/country-profiles.aspx;ITU;Does the country have a national strategy or policy on child online protection?;;;;Country Profiles: Use the traffic light indicators at the top of each country profile to determine whether country has national strategy or policy;nan;2023;"2=Yes, the country has a national strategy or policy on child online protection; 1= No strategy or policy on child online protection; 0=No data"
7;2023.0;VALUE WITHOUT MAPPING - PLEASE MAP;ARM;both;National strategy on child online protection;Marketplace;Online Abuse and exploitation;Enforcement;MP_OL_EN_NASCOP;https://www.itu.int/en/cop/Pages/country-profiles.aspx;ITU;Does the country have a national strategy or policy on child online protection?;;;;Country Profiles: Use the traffic light indicators at the top of each country profile to determine whether country has national strategy or policy;nan;2023;"2=Yes, the country has a national strategy or policy on child online protection; 1= No strategy or policy on child online protection; 0=No data"
8;2023.0;VALUE WITHOUT MAPPING - PLEASE MAP;AUS;both;National strategy on child online protection;Marketplace;Online Abuse and exploitation;Enforcement;MP_OL_EN_NASCOP;https://www.itu.int/en/cop/Pages/country-profiles.aspx;ITU;Does the country have a national strategy or policy on child online protection?;;;;Country Profiles: Use the traffic light indicators at the top of each country profile to determine whether country has national strategy or policy;nan;2023;"2=Yes, the country has a national strategy or policy on child online protection; 1= No strategy or policy on child online protection; 0=No data"
9;2023.0;VALUE WITHOUT MAPPING - PLEASE MAP;AUT;both;National strategy on child online protection;Marketplace;Online Abuse and exploitation;Enforcement;MP_OL_EN_NASCOP;https://www.itu.int/en/cop/Pages/country-profiles.aspx;ITU;Does the country have a national strategy or policy on child online protection?;;;;Country Profiles: Use the traffic light indicators at the top of each country profile to determine whether country has national strategy or policy;nan;2023;"2=Yes, the country has a national strategy or policy on child online protection; 1= No strategy or policy on child online protection; 0=No data"
